,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Measure ID,Application Nos,Application Stage,Application Status,Measure Code,Measure Category,Measure Type,Measure Name,Quantity,Is it Retrofit or New Construction?,Is it a New PV System or an Expansion of an Existing System?,Status of Interconnection Application,Latitude,Longitude,DC System Size (kW),Module Type,Array Type,Modelled Total System Losses (%),Tilt (deg),Azimuth (deg),Retail Electricity Rate ($/kWh),January AC Energy (kWh),February AC Energy (kWh),March AC Energy (kWh),April AC Energy (kWh),May AC Energy (kWh),June AC Energy (kWh),July AC Energy (kWh),August AC Energy (kWh),September AC Energy (kWh),October AC Energy (kWh),November AC Energy (kWh),December AC Energy (kWh),Total Annual AC Energy (kWh),Applicant Comments,Total Emissions Reduction,Total Electricity Savings,Equipment & Material Costs,Labour Cost,Design Cost,Total Cost,Actual Equipment & Material Costs,Actual Labour Cost,Actual Design Cost,Actual Total Cost,Measure Incentive,Applicable Measure Incentive,Maximum Eligible Measure Incentive,Total Eligible Measure Incentive,Maximum Applicable Measure Incentive,Total Applicable Measure Incentive,Application Stage : Application Status,AC_CALC,Comment
199,199,199,199,199,199,199,RPb57h5ZLIOwtADPxOii,ESB-10715,Post-Project,Application Draft,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,0,0,49.716804,-111.590805,31,Premium,Fixed - Open Rack,27.6,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79,0,768,178,0,946,0,0,0,0,125,0,236.5,125,0,0,Post-Project : Application Draft,34784.8,
200,200,200,200,200,200,200,RkwhGMHzA5HBsbDjUOw6,ESB-10700,Pre-Project,Application Information Requested,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,50.6012,-113.9689,11.04,Standard,Fixed - Open Rack,8,45,180,0.0779,1750,1800,1300,1600,1150,1200,1450,1500,1750,1400,1400,1600,17900,345W panels,120.35,0,21110.7,4276.8,0,25387.5,0,0,0,0,7176,0,6346.875,6346.88,0,0,Pre-Project : Application Information Requested,14835.2,
201,201,201,201,201,201,201,RyaIyYd2ASFwODZYgsvu,ESB-11239,Pre-Approval,Application Submitted,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,50.4775,-113.2312,11.04,Standard,Fixed - Open Rack,8,45,180,0.06766,1178,1474,1011,1337,982,603,656,759,767,547,959,1092,11365,345W Panels,120.35,0,21110.7,4276.8,0,25387.5,0,0,0,0,7176,0,6346.875,6346.88,0,0,Pre-Approval : Application Submitted,15415.7,
202,202,202,202,202,202,202,SChK5XacoS5TZWXNeqpC,ESB-10490,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,0,0,53.550648,-110.292114,16.2,Standard,Fixed - Roof Mount,0.8,18,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67,0,360,300,0,660,0,0,0,0,200,0,165,165,0,0,Pre-Approval : Application Submitted,20783.4,
203,203,203,203,203,203,203,SVivOQdCYE1N5ruQdNtk,ESB-10200,Payment,Incentive Payment in Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.855783,-112.73411,37.73,Standard,Fixed - Open Rack,25.9,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.36,0,414,0,0,414,0,0,0,0,180,0,103.5,103.5,0,0,Payment : Incentive Payment in Progress,43367.4,
204,204,204,204,204,204,204,SdKhsNY6N8JmOQbshhTz,ESB-10029,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.99199,-114.04714,74.7,Standard,Fixed - Roof Mount,12.2,10,193,0.062,1397,2287,6035,7604,11911,12952,11805,10660,8168,4172,4172,664,81827,"Modelled System losses are based on site specific data, equipment losses and analysis of historical production data of KCP Energy systems located nearby",814.31,0,90462,34892,6377,131731,0,0,0,0,37350,0,32932.75,32932.75,0,0,Pre-Approval : Application Submitted,87173.5,
205,205,205,205,205,205,205,Sh0u4gPr97fp8bSmYYO5,ESB-10088,Pre-Approval,Application Submitted,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,New Construction,New PV System,0,51.081429,-115342299,6.16,Standard,Fixed - Open Rack,7,10,168,6.5,55,150,580,753,784,745,739,643,597,405,213,40,5704,6 x 1kW (6 kWac),67.15,0,10070.58,5010.69,0,15081.27,0,0,0,0,4004,0,3770.3175,3770.32,0,0,Pre-Approval : Application Submitted,7420.7,Long
206,206,206,206,206,206,206,SpO6d5mYmgqTgDdfVJg2,ESB-10784,Payment,Incentive Payment in Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,53.4333,-113.573,16.94,Standard,Fixed - Roof Mount,15,18.4,90,0.06,316,653,1225,1865,2325,2228,2325,1964,1351,759,400,229,15640,Installation of a solar PV roof mounted system.,184.66,0,8160,2176,544.5,10880.5,8160,2176,544.5,10880.5,8470,8470,2720.125,2720.13,2720.125,2720.125,Payment : Incentive Payment in Progress,15777.7,
207,207,207,207,207,207,207,Sx2YzcyNOv6JwaEWIYvB,ESB-11528,Pre-Project,Application Information Requested,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,Expansion of an Existing System,0,51.249667,-114.11394,5.52,Standard,Fixed - Open Rack,8,35,180,0.08835,1210,1734,578,722,433,325,485,433,578,780,1011,1156,9445,345W Solar Modules,60.17,0,10653.1,2138.4,0,12791.5,0,0,0,0,3588,0,3197.875,3197.88,0,0,Pre-Project : Application Information Requested,7397.9,
208,208,208,208,208,208,208,TED0dP2tGsUUHpSmSgO0,ESB-10081,Payment,Incentive Payment in Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.7871481,-113.9778569,21.25,Standard,Fixed - Roof Mount,20,33,270,0.05375,530,1172,2049,2697,2645,2894,3004,2511,2094,1641,808,388,22433,16 mods @ 18 tilt & 180azi; 18 mods at 33 tilt & 90 azi; 16 mods at 33 tilt & 270azi,231.65,0,25721.05,12593.76,0,38314.81,25721.05,12593.76,0,38314.81,10625,10625,9578.7025,9578.7,9578.7025,9578.7025,Payment : Incentive Payment in Progress,18511.4,
209,209,209,209,209,209,209,TXrtG6I7J0dEA6FCOb35,ESB-11331,Pre-Approval,Application Draft Approved,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.35195271,113.5239463,50.16,Premium,Fixed - Open Rack,11,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.89,0,17010,2912.13,535.5,20457.63,0,0,0,0,7500,0,10228.81,7500,0,0,Pre-Approval : Application Draft Approved,61096.1,Long
210,210,210,210,210,210,210,Tggm5gHheVhKmClj0Igp,ESB-10038,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.07035,51.06967,140.85,Standard,Fixed - Roof Mount,11.3,10,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.07,0,1515,531.82,0,2046.82,1515,531.82,0,2046.82,135,135,511.705,135,511.705,135,Pre-Approval : Application Submitted,160165.6,Long
211,211,211,211,211,211,211,Tia16NZSD49sGUDwFYb3,ESB-11240,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,52.50895,-110.051155,22.08,Standard,Fixed - Open Rack,8,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.38,0,24540,6360,580,31480,24540,6360,580,31480,3360,3360,7870,3360,7870,3360,Pre-Approval : Application Submitted,30253.2,
212,212,212,212,212,212,212,TjV3o425A0992Uu90Ivd,ESB-11284,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,51.097625,-115.361395,143.55,Standard,Fixed - Roof Mount,20,16,180145235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0,500000,100000,1500,601500,100,100,100,300,3000000,300,150375,150375,75,75,Pre-Approval : Application Submitted,148416.8,azm
213,213,213,213,213,213,213,UIzGMOjwFNZNOl9Pn4RL,ESB-10283,Payment,Incentive Payment in Progress,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,Expansion of an Existing System,0,53.0179,112.826,8.9,Premium,Fixed - Roof Mount,23.4,22,196,-0.0575,1337,1760,1534,950,524,601,690,732,831,885,1152,1477,12473,Expansion,97.02,0,13629.6,8400,700,22729.6,13629.6,8400,700,22729.6,5785,5785,5682.4,5682.4,5682.4,5682.4,Payment : Incentive Payment in Progress,8949.1,Long
214,214,214,214,214,214,214,UOi11pw2wuLVbcd7Mma6,ESB-10575,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.709564,-111.675425,149.6,Premium,Fixed - Open Rack,25,30,180,0.08,203,230,16346,35825,66175,33963,21602,4071,135,127,132,135,178944,This site will offset four other sites including this one (5 IN TOTAL)The MG app has them listed as aggregate sites.  The total monthly charges will be from all the sites combined. The 5th site for the MG app is in a word document and will be uploaded at the end.,1630.8,0,207669.28,64480,12287.58,284436.86,0,0,0,0,74800,0,71109.215,71109.22,0,0,Pre-Approval : Application Submitted,173893.9,
215,215,215,215,215,215,215,UXKGAkD8t247TtGp4ZPU,ESB-11418,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,55.18,-118.83,83.3,Premium,Fixed - Roof Mount,12,20,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.66,0,58.5,37.5,0,96,0,0,0,0,1380,0,24,24,0,0,Pre-Approval : Application Submitted,76453.5,
216,216,216,216,216,216,216,UdFDgjDRz3P6vKlBzNIR,ESB-10077,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.30211,-113.53301,164.7,Standard,Fixed - Roof Mount,10.4,5,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.65,0,3135,1998.58,0,5133.58,0,0,0,0,660,0,1283.4,660,0,0,Pre-Approval : Application Submitted,167505.8,
217,217,217,217,217,217,217,UePss8l1eg8uQX9fyQSn,ESB-11494,Pre-Project,Application Information Requested,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,New Construction,New PV System,0,50.632773,-114.342293,12.144,Standard,Fixed - Open Rack,8.7,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,0,232,510.96,0,742.96,0,0,0,0,160,0,185.74,160,0,0,Pre-Project : Application Information Requested,16714.3,
218,218,218,218,218,218,218,Ugn4u0fAedrf1stq42Qk,ESB-11329,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,53.5634,-133.66522,161.5,Standard,Fixed - Roof Mount,18.4,10,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.79,0,719.92,686.8,0,1406.72,0,0,0,0,96,0,351.68,96,0,0,Pre-Approval : Application Submitted,158990.2,Long
219,219,219,219,219,219,219,V00cktGgYuQYZsPfDsmc,ESB-11323,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,Expansion of an Existing System,0,50.022782,-112.835225,49.68,Standard,Fixed - Open Rack,8,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.27,0,4624.2,1200,1300,7124.2,0,0,0,0,800,0,1781.05,800,0,0,Pre-Approval : Application Submitted,70420.4,
220,220,220,220,220,220,220,VL34qPMgnwK09wfiXB3Y,ESB-10061,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.15338,-114.0117,867.75,Standard,Fixed - Open Rack,11.4,13,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.01,0,700,2708.4,0,3408.4,0,0,0,0,400,400,1704.2,400,0,0,Pre-Approval : Application Submitted,1042608.9,
221,221,221,221,221,221,221,VTd6FGcPQ2ByOrGU0KJL,ESB-12142,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.98453,-113.93607,158.4,Standard,Fixed - Roof Mount,12,10,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5390.28,0,324634,72451,0,397085,0,0,0,0,0,0,0,133920,0,0,Pre-Approval : Application Submitted,180058.6,
222,222,222,222,222,222,222,VfGh1Oh36rUSg02YQjj5,ESB-10526,Post-Project,Application Draft,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,New Construction,New PV System,0,52.590962,-114.525639,12.92,Standard,Fixed - Open Rack,25,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.64,0,5745.6,840,0,6585.6,5745.6,840,0,6585.6,1960,1960,1646.4,1646.4,1646.4,1646.4,Post-Project : Application Draft,13729.1,
223,223,223,223,223,223,223,VjlT7HMr05EjvQa59WX5,ESB-11470,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,55.461,-117.2312,111.36,Standard,Fixed - Open Rack,20,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,120,381,0,501,0,0,0,0,45,0,250.5,45,0,0,Pre-Approval : Application Submitted,121013.6,
224,224,224,224,224,224,224,VoaycnrOpejcd2o6262m,ESB-11325,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,Expansion of an Existing System,0,50.01152,-112.832712,22.08,Standard,Fixed - Open Rack,8,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,99,80,0,179,0,0,0,0,40,0,44.75,40,0,0,Pre-Approval : Application Submitted,31297.9,
225,225,225,225,225,225,225,VuGLwdf3L1rztBRfK6Kr,ESB-11100,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.767582,-111.714851,28.8,Premium,Fixed - Open Rack,25,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,420,218,50,688,420,218,50,688,100,100,172,100,172,100,Pre-Approval : Application Submitted,33511.9,
226,226,226,226,226,226,226,VxP0x7f6WXPeNS1Bg8OH,ESB-12223,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.3,-113.53,164.7,Standard,Fixed - Roof Mount,10.4,5,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24,0,781.3,90,0,871.3,0,0,0,0,150,0,217.825,150,0,0,Pre-Approval : Application Submitted,167505.8,
227,227,227,227,227,227,227,WIiK94LBnQDQCSgKj8CI,ESB-10002,Payment,Incentive Payment in Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.767225,-112.476575,53.9,Standard,Fixed - Open Rack,25.8,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.08,0,1990,1040,112,3142,0,0,0,0,540,0,785.5,540,0,0,Payment : Incentive Payment in Progress,61271,
228,228,228,228,228,228,228,Wg1fvjE0a419iEf3wItF,ESB-10501,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.14274,-114.0726,85.5,Premium,Fixed - Roof Mount,18,15,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,39142.82,0,0,39142.82,0,0,0,0,750,0,19571.41,750,0,0,Pre-Approval : Application Submitted,93677.7,
229,229,229,229,229,229,229,Wjt01RXymweiGxbzNMCv,ESB-10038,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.06967,-113.99291,66.6,Standard,Fixed - Roof Mount,11.9,10,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.05,0,6786,2657,0,9443,0,0,0,0,0,0,0,1875,0,0,Pre-Approval : Application Submitted,76753,
230,230,230,230,230,230,230,X97BVDojKhaao1BS1d4y,ESB-10404,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.44868,-112.227397,38.5,Premium,Fixed - Open Rack,18,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7384.77,0,878067.34,200000,0,1078067.34,0,0,0,0,162000,0,269516.83,162000,0,0,Pre-Approval : Application Submitted,48842.3,
231,231,231,231,231,231,231,XAs8cNI9C344QTxvWTWv,ESB-10620,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.50965,-113.413358,999.18,Premium,Fixed - Roof Mount,14.3,5,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6,0,1320,946,0,2266,0,0,0,0,495,0,566.5,495,0,0,Pre-Approval : Application Submitted,930719.2,
232,232,232,232,232,232,232,XKpnoIofJjvXHwEMgygx,ESB-11292,Pre-Project,Application Information Requested,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.437374,-113.60994,567.84,Premium,Fixed - Roof Mount,15.85,10,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.54,0,5106,3237.5,0,8343.5,0,0,0,0,888,0,2085.875,888,0,0,Pre-Project : Application Information Requested,580934.3,
233,233,233,233,233,233,233,XLjJOvOxiRZUCWZkKaCv,ESB-10010,Payment,Incentive Payment in Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.33045598,-133.5933422,86.7,Premium,Fixed - Open Rack,13,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45254,12000,5000,62254,0,0,0,0,5000,0,31127,5000,0,0,Payment : Incentive Payment in Progress,120474,Long
234,234,234,234,234,234,234,XOprBTqWA8JyASPsw5L3,ESB-11085,Post-Project,Application Draft,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,-55.2804,-118.78354,244.8,Premium,Fixed - Roof Mount,32,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.8,0,4743.75,0,0,4743.75,0,0,0,0,2070,0,1185.9375,1185.94,0,0,Post-Project : Application Draft,181704.4,Lat
235,235,235,235,235,235,235,XSwZEOzUw4Fq7vUzlraQ,ESB-11329,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,53.51057,-113.41719,39.6,Standard,Fixed - Roof Mount,16.5,10,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.05,0,2400,720,0,3120,0,0,0,0,720,0,780,720,0,0,Pre-Approval : Application Submitted,40319.9,
236,236,236,236,236,236,236,XZ7tEO3nue4zcNtpukOW,ESB-10109,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,0,0,53.5469304,-113.6352356,164.71,Premium,Fixed - Roof Mount,15.85,8,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.55,0,4725,1460,4500,10685,0,0,0,0,2625,0,2671.25,2625,0,0,Pre-Approval : Application Submitted,152977.6,
237,237,237,237,237,237,237,XanreAlZm9igt3C4WTFI,ESB-11504,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.720619,-112.060344,16.56,Standard,Fixed - Open Rack,8,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6,0,1320,946,0,2266,0,0,0,0,495,0,566.5,495,0,0,Pre-Approval : Application Submitted,22576.4,
238,238,238,238,238,238,238,Xcypriac4ngRRDXbSqQa,ESB-11336,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.893985,-113.836918,16.56,Standard,Fixed - Open Rack,8,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267.2,0,30000,20000,2000,52000,0,0,0,0,0,0,0,26000,0,0,Pre-Approval : Application Submitted,22297,
239,239,239,239,239,239,239,XgM77hDlOLeK1Ae9eFBF,ESB-10256,Post-Project,Application Under Review,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,52.292893,-113.830054,40.95,Standard,Fixed - Roof Mount,14,18,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524880,0,76545,0,0,76545,0,0,0,0,0,0,0,38272.5,0,0,Post-Project : Application Under Review,46672.4,
240,240,240,240,240,240,240,Xw2wYyhUawhpYQQclatY,ESB-11333,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.370202,-112.50097,144,Premium,Fixed - Open Rack,25,30,180,0.068,955,1309,2298,3307,3502,3415,3778,3249,2489,1782,1059,858,28001,"Resubmitting this as all our applications keep getting rejected for missing the 3D model and invoice, which we'll include this time.  It was recommended we resubmit every single application that's like this (which is a lot) by the ESB program rep we spoke to, thanks! Mike",275.03,0,49198.5,12615,1261.5,63075,0,0,0,0,12615,0,15768.75,12615,0,0,Pre-Approval : Application Submitted,166592.9,
241,241,241,241,241,241,241,Y0oqqjzWgfDJzQC5GonN,ESB-11376,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.680463,-111.658517,77.28,Standard,Fixed - Open Rack,8,35,180,0.05,116,378,731,1789,2832,2871,2878,2461,1505,597,169,73,16400,INTERCONNECTION APPLIED FOR!,222.38,0,39610.44,20115.08,9540,69265.52,0,0,0,0,10200,0,17316.38,10200,0,0,Pre-Approval : Application Submitted,110038.8,
242,242,242,242,242,242,242,Y2leAozo5GKZvSiCMF7C,ESB-10079,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.51924,-113.37374,86.4,Standard,Fixed - Roof Mount,11.5,10,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3571.28,0,61885.15,22736.25,346.15,84967.55,0,0,0,0,21500,0,21241.8875,21241.89,0,0,Pre-Approval : Application Submitted,92830.9,
243,243,243,243,243,243,243,Y3h6Xl76cm9OBEMSFq1m,ESB-10242,Post-Project,Application Draft,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.546811,-113.776603,122.4,Standard,Fixed - Roof Mount,25,9.46,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757.21,0,25701.12,25176.72,1794,52671.84,0,0,0,0,9660,0,13167.96,9660,0,0,Post-Project : Application Draft,110381.8,
244,244,244,244,244,244,244,Y6sALD1H7V7wX81pgD9A,ESB-11459,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.7144,-113.2089,23.49,Standard,Fixed - Open Rack,20,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.22,0,555.54,200,0,755.54,555.54,200,0,755.54,200,200,188.885,188.89,188.885,188.89,Pre-Approval : Application Submitted,29910.6,
245,245,245,245,245,245,245,YDBak533xj1wTxvZITcE,ESB-10065,Payment,Incentive Approved,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.70196,-113.89643,97.44,Standard,Fixed - Roof Mount,23,20,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.73,0,7119.64,2571.36,0,9691,0,0,0,0,1440,0,2422.75,1440,0,0,Payment : Incentive Approved,86832.5,
246,246,246,246,246,246,246,YJGbRItPsbzHiZZ7Jstt,ESB-11033,Pre-Approval,Application Submitted,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,51.7477,-114.3856,11.04,Standard,Fixed - Open Rack,8,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.48,0,1400,3980.07,0,5380.07,0,0,0,0,175,0,1345.02,175,0,0,Pre-Approval : Application Submitted,14475.9,
247,247,247,247,247,247,247,YdpcPOxe7e1uLBrV4F0O,ESB-11439,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.0414,-110.3222,339.2,Standard,Fixed - Open Rack,15,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.73,0,7119.64,2571.36,0,9691,0,0,0,0,1440,0,2422.75,1440,0,0,Pre-Approval : Application Submitted,407938.3,
248,248,248,248,248,248,248,YgJPvN0zzrAXOGqOMKwy,ESB-11462,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,54.0494,-111.2377,18.27,Standard,Fixed - Open Rack,20,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.75,0,9630,2500,0,12130,0,0,0,0,2970,0,3032.5,2970,0,0,Pre-Approval : Application Submitted,20016.8,
